month_year,qty,total_price,freight_price,unit_price,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_score,customers,weekday,weekend,holiday,month,year,s,volume,comp_1,ps1,fp1,comp_2,ps2,fp2,comp_3,ps3,fp3,lag_price,product_category_name_computers_accessories,product_category_name_consoles_games,product_category_name_cool_stuff,product_category_name_furniture_decor,product_category_name_garden_tools,product_category_name_health_beauty,product_category_name_perfumery,product_category_name_watches_gifts
2018-01-02,5,0.03530777934866308,0.3787779169570625,0.06326571600723037,49,100,4,150,4.2,6,20,8,2,2,2018,20.83333333,0.051844466600199396,32.5,4.2,15.256,32.5,3.9,11.85,32.5,4.2,15.256,32.45,False,True,False,False,False,False,False,False
2018-01-03,6,0.0433547837584215,0.4737702638348799,0.06326571600723037,49,100,4,150,4.2,13,22,9,1,3,2018,25.0,0.051844466600199396,32.5,4.2,18.05666667,32.74285714,3.9,14.02714286,32.5,4.2,18.05666667,32.5,False,True,False,False,False,False,False,False
2018-01-04,7,0.055833830596939166,0.3017749055004823,0.07610535679855392,49,100,4,150,4.2,13,21,9,1,4,2018,29.16666667,0.051844466600199396,35.05714286,4.2,12.98571429,34.2,3.9,15.015,35.05714286,4.2,12.98571429,32.5,False,True,False,False,False,False,False,False
2018-01-05,3,0.021962132035248355,0.39960342311520153,0.0818437437236393,49,100,4,150,4.2,3,23,8,3,5,2018,12.5,0.051844466600199396,36.2,4.2,15.87,36.2,4.2,15.87,36.2,4.2,15.87,35.05714286,False,True,False,False,False,False,False,False
2018-01-06,2,0.012999007123455909,0.483719474047099,0.0818437437236393,49,100,4,150,4.2,2,21,9,0,6,2018,8.333333333,0.051844466600199396,36.2,4.2,18.35,36.2,4.2,18.35,36.2,4.2,18.35,36.2,False,True,False,False,False,False,False,False
2018-01-07,1,0.004035882211663454,0.6136245043169242,0.0818437437236393,49,100,4,150,4.2,1,22,9,1,7,2018,7.59180791,0.051844466600199396,36.2,4.2,22.18,36.2,4.2,22.18,36.2,4.2,22.18,36.2,False,True,False,False,False,False,False,False
2017-01-04,1,0.009904005427394974,0.4433573367047772,0.20084354288009637,57,339,2,1800,4.2,17,20,10,2,4,2017,7.879612825,0.9945164506480557,59.9,4.2,17.16,59.9,4.2,17.16,59.9,4.2,17.16,59.85,False,False,False,False,True,False,False,False
2017-01-05,1,0.009904005427394974,0.3171832603069311,0.20084354288009637,57,339,2,1800,4.2,34,23,8,1,5,2017,8.756805808,0.9945164506480557,59.9,4.1,19.7325,59.9,4.2,26.24666667,59.9,4.2,13.44,59.9,False,False,False,False,True,False,False,False
2017-01-07,4,0.054397749809966894,0.46065539556577223,0.20084354288009637,57,339,2,1800,4.2,74,21,10,1,7,2017,8.711433757,0.9945164506480557,59.9,4.1,16.62642857,59.9,4.2,16.11157895,59.9,4.1,15.39230769,59.85,False,False,False,False,True,False,False,False
2017-01-08,6,0.08406024606501485,0.4128313504794919,0.20084354288009637,57,339,2,1800,4.2,113,23,8,1,8,2017,11.31276467,0.9945164506480557,59.9,4.1,18.16230769,59.9,4.2,17.68111111,59.9,4.1,18.05043478,59.9,False,False,False,False,True,False,False,False
2017-01-09,5,0.06922899793749088,0.4305364224901574,0.20084354288009637,57,339,2,1800,4.2,115,21,9,1,9,2017,8.620689655,0.9945164506480557,59.9,4.1,17.18702703,59.9,4.2,16.81176471,59.9,4.1,16.29461538,59.9,False,False,False,False,True,False,False,False
2017-01-10,11,0.1582164867026347,0.36355809199825145,0.20084354288009637,57,339,2,1800,4.2,146,22,9,2,10,2017,18.96551724,0.9945164506480557,59.9,4.1,18.06589744,59.9,4.2,17.59548387,59.9,4.1,16.81416667,59.9,False,False,False,False,True,False,False,False
2017-01-11,20,0.25346825890060587,0.40455541643619225,0.15777376089576217,57,339,2,1800,4.2,339,22,8,4,11,2017,34.48275862,0.9945164506480557,52.40694444,4.1,17.06747253,53.64828125,4.2,16.07586207,53.78571429,4.1,18.27550725,59.9,False,False,False,False,True,False,False,False
2017-01-12,10,0.13665051488448213,0.4753417867163818,0.18617080628640287,57,339,2,1800,4.2,184,21,10,1,12,2017,17.24137931,0.9945164506480557,55.1,4.1,15.75960784,55.425,4.2,19.184375,55.75,4.1,17.26727273,51.32222222,False,False,False,False,True,False,False,False
2018-01-01,11,0.13098047177729852,0.606933454718475,0.1506326571600723,57,339,2,1800,4.2,137,23,8,2,1,2018,19.29824561,0.9945164506480557,49.9,4.1,19.495,49.9,4.2,15.84103448,49.9,4.1,16.50512821,56.97777778,False,False,False,False,True,False,False,False
2018-01-02,8,0.09688593309349133,0.3390178198986283,0.15816429001807591,57,339,2,1800,4.2,160,20,8,2,2,2018,14.03508772,0.9945164506480557,50.54516129,4.1,16.61153846,50.9,4.2,17.51944444,50.35714286,4.1,18.281875,49.9,False,False,False,False,True,False,False,False
2018-01-03,3,0.03510969924011518,0.5854727614647168,0.17071701144808193,57,339,2,1800,4.2,116,22,9,1,3,2018,5.263157895,0.9945164506480557,53.9,4.1,20.35967742,53.9,4.2,21.85285714,53.9,4.1,19.02423077,51.4,False,False,False,False,True,False,False,False
2018-01-04,8,0.10183793580718882,0.5248871582481434,0.17071701144808193,57,339,2,1800,4.2,111,21,9,1,4,2018,7.879612825,0.9945164506480557,53.9,4.1,5.28173913,53.9,4.2,19.46846154,53.9,4.1,19.07142857,53.9,False,False,False,False,True,False,False,False
2018-01-05,9,0.11320278203512457,0.4196149029739998,0.16569592287607954,57,339,2,1800,4.2,102,23,8,3,5,2018,8.756805808,0.9945164506480557,53.41515152,4.1,10.75303571,53.70952381,4.2,13.51034483,53.05789474,4.1,12.98,53.9,False,False,False,False,True,False,False,False
2018-01-06,5,0.05684899115324715,0.6455750365660562,0.1506326571600723,57,339,2,1800,4.2,58,21,9,0,6,2018,8.771929825,0.9945164506480557,49.9,4.1,19.89083333,49.9,4.2,23.25166667,49.9,4.1,22.87866667,52.9,False,False,False,False,True,False,False,False
2018-01-07,6,0.06920423792392238,0.5732623669746024,0.1506326571600723,57,339,2,1800,4.2,54,22,9,1,7,2018,8.711433757,0.9945164506480557,49.91,4.1,28.37333333,49.9,4.2,33.28142857,49.9,4.1,20.99,49.9,False,False,False,False,True,False,False,False
2018-01-08,7,0.08155948469459762,0.6916838119016999,0.1506326571600723,57,339,2,1800,4.2,46,23,8,1,8,2018,11.31276467,0.9945164506480557,49.91,4.1,20.32833333,49.9,4.2,36.442,49.9,4.1,32.32,49.9,False,False,False,False,True,False,False,False
2017-01-02,11,0.04951755113561802,0.25989307602702594,0.00045189797148022237,48,575,1,100,4.3,19,20,8,2,2,2017,14.94444444,0.1202642073778664,19.99,4.3,11.75090909,19.99,4.3,11.75090909,64.99,3.9,15.348,19.94,False,False,False,False,False,True,False,False
2017-01-03,9,0.03961849771093674,0.3300343236814352,0.00045189797148022237,48,575,1,100,4.3,25,23,8,1,3,2017,9.142857143,0.1202642073778664,19.99,4.3,13.81888889,89.99,4.1,13.02,64.99,3.9,17.26222222,19.99,False,False,False,False,False,True,False,False
2017-01-04,13,0.0594166045602993,0.4731527865597583,0.00045189797148022237,48,575,1,100,4.3,23,20,10,2,4,2017,5.777777778,0.1202642073778664,19.99,4.3,18.03846154,19.99,4.3,18.03846154,64.99,3.9,15.16888889,19.99,False,False,False,False,False,True,False,False
2017-01-05,16,0.07426518469732121,0.36492251098703016,0.00045189797148022237,48,575,1,100,4.3,41,23,8,1,5,2017,9.805555556,0.1202642073778664,19.99,4.3,14.8475,89.99,4.1,16.09833333,64.99,3.9,14.811875,19.99,False,False,False,False,False,True,False,False
2017-01-06,21,0.09901281825902442,0.2915188199229839,0.00045189797148022237,48,575,1,100,4.3,53,22,8,1,6,2017,7.345238095,0.1202642073778664,19.99,4.3,12.68333333,89.99,4.1,14.16333333,58.79952381,3.9,13.90333333,19.99,False,False,False,False,False,True,False,False
2017-01-07,29,0.1386090319577495,0.239008665569156,0.00045189797148022237,48,575,1,100,4.3,61,21,10,1,7,2017,9.123015873,0.1202642073778664,19.99,4.3,11.13517241,89.99,4.1,12.11882353,59.25666667,3.9,17.998,19.99,False,False,False,False,False,True,False,False
2017-01-08,28,0.1564387177284173,0.3455651592591263,0.01756079237798755,48,575,1,100,4.3,82,23,8,1,8,2017,8.007936508,0.1202642073778664,23.39740741,4.3,14.27678571,89.99,4.1,13.41055556,58.99,3.9,16.24090909,19.99,False,False,False,False,False,True,False,False
2017-01-09,24,0.13763101142179426,0.4080828637333364,0.020536252259489865,48,575,1,100,4.3,89,21,9,1,9,2017,10.66666667,0.1202642073778664,23.99,4.3,16.12,89.99,4.1,13.96428571,58.99,3.9,15.6392,23.39740741,False,False,False,False,False,True,False,False
2017-01-10,27,0.15545079318703467,0.30689487246998676,0.020536252259489865,48,575,1,100,4.3,81,22,9,2,10,2017,12.0,0.1202642073778664,23.99,4.3,13.13666667,89.99,4.1,16.56291667,58.99,3.9,19.06526316,23.99,False,False,False,False,False,True,False,False
2017-01-11,28,0.1613907204421148,0.2810729566633663,0.020536252259489865,48,575,1,100,4.3,139,22,8,4,11,2017,12.44444444,0.1202642073778664,23.99,4.3,12.37535714,89.99,4.1,16.99038462,58.99,3.9,15.71166667,23.99,False,False,False,False,False,True,False,False
2017-01-12,19,0.10793137514639359,0.28383674452090824,0.020536252259489865,48,575,1,100,4.3,112,21,10,1,12,2017,8.444444444,0.1202642073778664,23.99,4.3,12.45684211,89.99,4.1,15.89473684,58.99,3.9,16.33222222,23.99,False,False,False,False,False,True,False,False
2018-01-01,19,0.10793137514639359,0.24417081368560423,0.020536252259489865,48,575,1,100,4.3,98,23,8,2,1,2018,33.92857143,0.1202642073778664,23.99,4.3,11.28736842,89.99,4.1,14.811,58.99,3.9,22.67833333,23.99,False,False,False,False,False,True,False,False
2018-01-02,14,0.07823173887099291,0.2869964517063712,0.020536252259489865,48,575,1,100,4.3,126,20,8,2,2,2018,14.94444444,0.1202642073778664,23.99,4.3,12.55,89.99,4.1,16.30764706,58.99,3.9,19.575,23.99,False,False,False,False,False,True,False,False
2018-01-03,8,0.04259217534051208,0.3429183625829703,0.020536252259489865,48,575,1,100,4.3,169,22,9,1,3,2018,9.142857143,0.1202642073778664,23.99,4.3,14.19875,83.74,4.1,11.876875,58.99,3.9,15.228,23.99,False,False,False,False,False,True,False,False
2018-01-05,7,0.03665224808543195,0.132283000899739,0.020536252259489865,48,575,1,100,4.3,159,23,8,3,5,2018,9.805555556,0.1202642073778664,23.99,4.3,7.988571429,79.99,4.1,21.943125,58.99,3.9,9.4225,23.94,False,False,False,False,False,True,False,False
2018-01-06,3,0.01289253906511141,0.4131705281042172,0.020536252259489865,48,575,1,100,4.3,131,21,9,0,6,2018,7.345238095,0.1202642073778664,23.99,4.3,16.27,79.99,4.1,13.36230769,58.99,3.9,16.43,23.99,False,False,False,False,False,True,False,False
2018-01-07,3,0.01289253906511141,0.4993216447844669,0.020536252259489865,48,575,1,100,4.3,113,22,9,1,7,2018,9.123015873,0.1202642073778664,23.99,4.3,18.81,79.99,4.1,16.745,58.99,3.9,7.67,23.99,False,False,False,False,False,True,False,False
2018-01-08,2,0.006952611810031271,0.4301294093404869,0.020536252259489865,48,575,1,100,4.3,127,23,8,1,8,2018,8.007936508,0.1202642073778664,23.99,4.3,16.77,82.82142857,4.1,12.41857143,58.99,3.9,12.08333333,23.99,False,False,False,False,False,True,False,False
2017-01-07,1,0.028496299615972196,0.3938374034948698,0.5778770837517574,40,1456,1,2425,3.8,42,21,10,1,7,2017,1.428571429,0.4950772681954137,99.99,4.2,16.52909091,129.99,4.3,18.715625,134.99,3.8,15.7,134.94,False,False,True,False,False,False,False,False
2017-01-08,1,0.028496299615972196,0.3938374034948698,0.5778770837517574,40,1456,1,2425,3.8,39,23,8,1,8,2017,1.428571429,0.4950772681954137,99.99,4.2,18.975,116.9275,4.3,19.02125,134.99,3.8,15.7,134.99,False,False,True,False,False,False,False,False
2017-01-10,12,0.4318096846317072,0.4974561678484773,0.6381301466157864,40,1456,1,2425,3.8,33,22,9,2,10,2017,17.14285714,0.4950772681954137,99.99,4.2,16.95,119.99,4.3,19.997,146.99,3.8,18.755,146.94,False,False,True,False,False,False,False,False
2018-01-01,13,0.5325804638540942,0.7189782928043877,0.7385519180558345,40,1456,1,2425,3.8,102,23,8,2,1,2018,34.21052632,0.4950772681954137,99.99,4.2,16.54,129.99,4.3,17.41,29.5,4.4,16.53263158,166.99,False,False,True,False,False,False,False,False
2018-01-02,8,0.3456547414187983,0.6372397464384296,0.7887628037758586,40,1456,1,2425,3.8,20,20,8,2,2,2018,21.05263158,0.4950772681954137,99.99,4.2,13.72,129.99,4.3,16.71,176.99,3.8,22.87625,166.99,False,False,True,False,False,False,False,False
2018-01-03,11,0.4684569807144255,0.6738131153867497,0.7727866127736494,40,1456,1,2425,3.8,45,22,9,1,3,2018,28.94736842,0.4950772681954137,99.99,4.2,20.78,129.99,4.3,18.49,35.0,4.4,16.25615385,176.99,False,False,True,False,False,False,False,False
2018-01-04,6,0.24761003969030176,0.7051459332756003,0.7536151837718418,40,1456,1,2425,3.8,18,21,9,1,4,2018,15.78947368,0.4950772681954137,89.86333333,4.2,19.87666667,129.99,4.3,23.49,35.0,4.4,14.845,173.8081818,False,False,True,False,False,False,False,False
2018-01-02,2,0.05003503541919941,0.5583385514866852,0.4573709580236995,50,1257,1,700,4.1,126,20,8,2,2,2018,1.282051282,0.15765204386839482,23.99,4.3,12.55,89.99,4.1,16.30764706,58.99,3.9,19.575,110.99,False,False,False,False,False,True,False,False
2018-01-05,23,0.6783921837589167,0.9325399528257554,0.5025607551717213,50,1257,1,700,4.1,159,23,8,3,5,2018,14.74358974,0.15765204386839482,23.99,4.3,7.988571429,79.99,4.1,21.943125,58.99,3.9,9.4225,116.5284615,False,False,False,False,False,True,False,False
2018-01-07,33,1.0,0.9809538718945243,0.5176240208877284,50,1257,1,700,4.1,113,22,9,1,7,2018,21.15384615,0.15765204386839482,23.99,4.3,18.81,79.99,4.1,16.745,58.99,3.9,7.67,122.99,False,False,False,False,False,True,False,False
2017-01-06,4,0.05151568423059496,0.4871960447005342,0.1862321751355694,54,1536,2,250,4.3,4,22,8,1,6,2017,4.166666667,0.0847457627118644,56.99,4.3,18.4525,56.99,4.3,18.4525,56.99,4.3,18.4525,56.94,False,False,False,False,False,False,True,False
2017-01-07,7,0.09384787942863794,0.25986224172833977,0.1862321751355694,54,1536,2,250,4.3,7,21,10,1,7,2017,13.16964286,0.0847457627118644,56.99,4.3,11.75,56.99,4.3,11.75,56.99,4.3,11.75,56.99,False,False,False,False,False,False,True,False
2017-01-08,7,0.09384787942863794,0.32222247077987665,0.1862321751355694,54,1536,2,250,4.3,8,23,8,1,8,2017,8.407738095,0.0847457627118644,56.99,4.3,13.58857143,142.5,4.4,15.75,56.99,4.3,13.58857143,56.99,False,False,False,False,False,False,True,False
2017-01-09,17,0.23495519675544782,0.32739849227870893,0.1862321751355694,54,1536,2,250,4.3,18,21,9,1,9,2017,17.70833333,0.0847457627118644,56.99,4.3,13.74117647,142.5,4.4,9.19,56.99,4.3,13.74117647,56.99,False,False,False,False,False,False,True,False
2017-01-10,17,0.23495519675544782,0.27827759170814,0.1862321751355694,54,1536,2,250,4.3,19,22,9,2,10,2017,17.70833333,0.0847457627118644,56.99,4.3,12.29294118,142.5,4.4,17.15,56.99,4.3,12.29294118,56.99,False,False,False,False,False,False,True,False
2017-01-11,20,0.2772873919534908,0.29255896475186766,0.1862321751355694,54,1536,2,250,4.3,27,22,8,4,11,2017,20.83333333,0.0847457627118644,56.99,4.3,12.714,118.05,4.4,14.29375,56.99,4.3,12.714,56.99,False,False,False,False,False,False,True,False
2017-01-12,24,0.3337303188842147,0.33007201004649606,0.1862321751355694,54,1536,2,250,4.3,34,21,10,1,12,2017,25.0,0.0847457627118644,56.99,4.3,13.82,118.0,4.4,11.02666667,56.99,4.3,13.82,56.99,False,False,False,False,False,False,True,False
2018-01-01,10,0.13618007462668089,0.27563400127807053,0.1862321751355694,54,1536,2,250,4.3,15,23,8,2,1,2018,23.80952381,0.0847457627118644,56.99,4.3,12.215,117.9,4.4,14.03833333,56.99,4.3,12.215,56.99,False,False,False,False,False,False,True,False
2018-01-02,4,0.05151568423059496,0.3550863598699937,0.1862321751355694,54,1536,2,250,4.3,12,20,8,2,2,2018,9.523809524,0.0847457627118644,56.99,4.3,14.5575,117.8888889,4.4,13.88090909,56.99,4.3,14.5575,56.99,False,False,False,False,False,False,True,False
2018-01-03,14,0.1700913892100813,0.3767573873441729,0.15359509941755373,54,1536,2,250,4.3,18,22,9,1,3,2018,33.33333333,0.0847457627118644,50.49,4.3,15.19642857,117.7,4.4,15.175,50.49,4.3,15.19642857,56.99,False,False,False,False,False,False,True,False
2018-01-04,2,0.01982781886564474,0.32481475686325245,0.1510845551315525,54,1536,2,250,4.3,10,21,9,1,4,2018,4.761904762,0.0847457627118644,49.99,4.3,13.665,117.975,4.4,21.65,49.99,4.3,13.665,50.49,False,False,False,False,False,False,True,False
2018-01-07,8,0.09409300356296596,0.28606371323837637,0.1510845551315525,54,1536,2,250,4.3,13,22,9,1,7,2018,13.16964286,0.0847457627118644,49.99,4.3,12.5225,118.7,4.4,15.978,49.99,4.3,12.5225,49.94,False,False,False,False,False,False,True,False
2018-01-08,4,0.044582880431418476,0.2778386558387856,0.1510845551315525,54,1536,2,250,4.3,19,23,8,1,8,2018,8.407738095,0.0847457627118644,49.99,4.3,12.28,116.9066667,4.4,17.79058824,49.99,4.3,12.28,49.99,False,False,False,False,False,False,True,False
2017-01-04,2,0.04458783243413217,0.5793675642196596,0.40213898373167295,54,995,1,4475,4.3,33,20,10,2,4,2017,9.703196347,0.9999999999999998,99.99,4.2,14.20235294,129.99,4.3,17.39642857,99.99,4.3,21.17,99.94,False,False,True,False,False,False,False,False
2017-01-05,18,0.44070843350822153,0.3896730559159242,0.40213898373167295,54,995,1,4475,4.3,58,23,8,1,5,2017,24.65753425,0.9999999999999998,99.99,4.2,15.02090909,129.99,4.3,18.27277778,99.99,4.3,15.57722222,99.99,False,False,True,False,False,False,False,False
2017-01-06,11,0.2674056705383075,0.556334320037019,0.40213898373167295,54,995,1,4475,4.3,42,22,8,1,6,2017,15.06849315,0.9999999999999998,99.99,4.2,13.82642857,129.99,4.3,17.06117647,99.99,4.3,20.49090909,99.99,False,False,True,False,False,False,False,False
2017-01-07,14,0.3416782832396992,0.536703864520752,0.40213898373167295,54,995,1,4475,4.3,42,21,10,1,7,2017,19.17808219,0.9999999999999998,99.99,4.2,16.52909091,129.99,4.3,18.715625,99.99,4.3,19.91214286,99.99,False,False,True,False,False,False,False,False
2017-01-08,8,0.19313305783691567,0.4796069453473036,0.40213898373167295,54,995,1,4475,4.3,39,23,8,1,8,2017,10.95890411,0.9999999999999998,99.99,4.2,18.975,116.9275,4.3,19.02125,99.99,4.3,18.22875,99.99,False,False,True,False,False,False,False,False
2017-01-09,6,0.14361798270265452,0.4644428791549316,0.40213898373167295,54,995,1,4475,4.3,10,21,9,1,9,2017,8.219178082,0.9999999999999998,99.99,4.2,15.93333333,99.99,4.3,17.78166667,29.5,4.4,11.73,99.99,False,False,True,False,False,False,False,False
2017-01-10,9,0.21789059540404626,0.48944780730236975,0.40213898373167295,54,995,1,4475,4.3,33,22,9,2,10,2017,12.32876712,0.9999999999999998,99.99,4.2,16.95,119.99,4.3,19.997,99.99,4.3,18.51888889,99.99,False,False,True,False,False,False,False,False
2017-01-11,2,0.04458783243413217,0.4531934878218135,0.40213898373167295,54,995,1,4475,4.3,42,22,8,4,11,2017,2.739726027,0.9999999999999998,99.99,4.2,16.1875,129.99,4.3,22.67444444,99.99,4.3,17.45,99.99,False,False,True,False,False,False,False,False
2017-01-12,3,0.06934537000126277,0.47015236905808316,0.40213898373167295,54,995,1,4475,4.3,38,21,10,1,12,2017,4.109589041,0.9999999999999998,99.99,4.2,15.26666667,129.99,4.3,25.59,99.99,4.3,17.95,99.99,False,False,True,False,False,False,False,False
2018-01-01,6,0.14361798270265452,0.40067748570655776,0.40213898373167295,54,995,1,4475,4.3,102,23,8,2,1,2018,25.0,0.9999999999999998,99.99,4.2,16.54,129.99,4.3,17.41,29.5,4.4,16.53263158,99.99,False,False,True,False,False,False,False,False
2018-01-02,9,0.21789059540404626,0.5085171270171134,0.40213898373167295,54,995,1,4475,4.3,20,20,8,2,2,2018,37.5,0.9999999999999998,99.99,4.2,13.72,129.99,4.3,16.71,99.99,4.3,19.08111111,99.99,False,False,True,False,False,False,False,False
2018-01-03,5,0.11633739975289507,0.45800981009291414,0.3919060052219321,54,995,1,4475,4.3,45,22,9,1,3,2018,20.83333333,0.9999999999999998,99.99,4.2,20.78,129.99,4.3,18.49,35.0,4.4,16.25615385,99.99,False,False,True,False,False,False,False,False
