qty,unit_price,product_score,customers,comp_1,lag_price,comp_price_diff,rolling_avg_price,Predicted_Price,Final_Price,Old_Price,Price_Change,Demand_Change,Price_Elasticity,Estimated_Sales,Old_Revenue,New_Revenue
13.0,0.6527415143603134,4.3,43.0,119.99,149.9,-119.512428858291,0.7629468047615157,0.54256743,107.991,0.5,2.0,-0.038508894216895406,0.019254447108447703,339,169.5,36608.949
8.0,0.1506326571600723,4.0,58.0,49.9,52.56666666999999,-49.80608526853473,0.19030546428739437,0.101383515,44.91,,,-0.19942743461720705,,219,,9835.289999999999
1.0000000000000018,0.29172524603334,3.9,125.0,117.4412903,78.0,-117.42690473211671,0.06588639610574495,0.015433691,105.69716127000001,,,0.08781876189420634,,421,,44498.504894670004
2.0,0.020536252259489796,4.3,127.0,23.989999999999995,23.989999999999995,-23.983047388189966,0.010912563313418028,0.008039522,21.590999999999998,,,0.1483084536408239,,194,,4188.6539999999995
6.0,0.1307993573006627,4.0,123.0,89.9,45.95,-89.83666388529181,0.03299684474893755,0.06250841,80.91000000000001,,,0.06283681968385346,,368,,29774.880000000005
4.0,0.452349869451697,4.3,34.0,59.9,109.94,-59.79599308700421,0.0808992176661045,0.108103454,53.91,,,-0.17884487795077192,,82,,4420.62
11.0,0.3936533440449889,3.3,62.0,86.9,99.0,-86.6370238958891,0.32132720275397364,0.28596583,78.21000000000001,,,0.0025707876595940926,,181,,14156.010000000002
4.0,0.1862321751355694,4.3,11.999999999999993,56.99,56.99,-56.93848431576941,0.17380869258049683,0.049529426,51.291000000000004,0.5,2.0,0.16710069781532305,0.08355034890766153,55,27.5,2821.005
18.0,0.2331901127736492,4.0,43.0,119.99,73.0,-119.69793583194883,0.1569603286809267,0.29506323,107.991,,,0.1995304366243062,,315,,34017.165
2.0,0.8038260694918657,4.2,115.0,59.9,179.94,-59.81579614585629,0.05366732940969646,0.08827263,53.91,,,-0.18532381419123498,,165,,8895.15
11.0,0.05021088572002402,4.5,169.0,23.989999999999995,29.900000000000006,-23.913491558073375,0.09871817409755926,0.07591181,21.590999999999998,,,0.10398821541128517,,249,,5376.159
33.0,0.1615248328479614,4.2,159.0,23.989999999999995,53.70176471,-23.568292400904234,0.4488940939939635,0.4475919,21.590999999999998,,,-0.11195799049857724,,419,,9046.628999999999
17.0,0.1862321751355694,4.3,18.0,56.99,56.99,-56.75504480324455,0.1408836518709079,0.24064343,51.291000000000004,,,-0.1522504646616002,,136,,6975.576000000001
11.0,0.9274863516770437,4.1,90.0,128.2416667,229.9,-127.6892955573006,0.2166913854135458,0.51850015,115.41750003,,,-0.1180463861819216,,393,,45359.07751179
2.0,0.4021389837316729,4.2,33.0,99.99,99.99,-99.94541216756586,0.15187049522503124,0.045154877,89.991,,,0.18079826725252496,,76,,6839.316
10.0,0.2962442257481422,3.5,66.0,114.4911538,79.8,-114.30072453564478,0.21863917314760006,0.20299666,103.04203842000001,,,-0.031203156874691634,,261,,26893.972027620002
3.0,0.1506326571600723,4.3,46.0,49.91,49.9,-49.8778615023881,0.04449374438257178,0.031313702,44.919,0.5,2.0,-0.15004913612389137,0.07502456806194568,360,180.0,16170.839999999998
6.0,0.2008435428800963,4.2,113.0,59.9,59.9,-59.815939753934984,0.04945400043412551,0.085472144,53.91,,,0.1923349511007632,,65,,3504.1499999999996
20.0,0.1862321751355694,4.3,27.0,56.99,56.99,-56.71271260804651,0.24906592848812883,0.26457718,51.291000000000004,,,-0.12854540527373862,,247,,12668.877
15.0,0.2008435428800963,4.3,74.0,59.9,59.9,-59.682458520787264,0.10383524356838003,0.24525718,53.91,,,-0.08527826876633254,,107,,5768.37
37.0,0.2008435428800963,4.1,115.0,59.9,59.9,-59.35617106198174,0.4400102011255902,0.5383548,53.91,,,0.08995396218234775,,85,,4582.349999999999
8.0,0.7887628037758587,3.8,20.0,99.99,166.99,-99.6443452585812,0.4366816299681999,0.38736117,89.991,,,-0.07653707288745709,,352,,31676.832
1.0000000000000018,0.1307993573006627,4.0,57.0,89.9,45.9,-89.89355001646541,0.006449983534590892,0.0090617705,80.91000000000001,,,0.025165548697264173,,426,,34467.66
2.0,0.1510845551315525,4.3,10.0,49.99,50.49,-49.97017218113436,0.08047829743544035,0.024072986,44.991,,,-0.015666141726945526,,105,,4724.055
13.0,0.1008736694115284,4.0,34.0,85.045,39.99,-84.92120736016163,0.15349722811648095,0.15430453,76.54050000000001,0.5,2.0,0.035388160589833184,0.017694080294916592,68,34.0,5204.754000000001
13.0,0.7068147760594498,4.2,48.0,160.6692308,161.5909091,-160.15699563929513,0.36797506831700405,0.50171894,144.60230772,,,0.10197879271264587,,271,,39187.22539212
28.0,0.023097007431211014,4.2,49.0,24.5,21.542857140000002,-24.335073549620304,0.11625651704190464,0.15171461,22.05,,,-0.006393312619147551,,148,,3263.4
15.0,0.1976133092488451,3.9,61.0,19.990000000000002,58.79952381,-19.77484786209662,0.2561654497119996,0.23674038,17.991000000000003,,,-0.17295835603381104,,343,,6170.913000000001
17.0,0.1862321751355694,4.3,19.0,56.99,56.99,-56.75504480324455,0.18791942431317787,0.25902206,51.291000000000004,,,0.13075283605933918,,442,,22670.622000000003
2.0,0.6155854589274955,4.4,19.0,56.99,142.5,-56.92436120402994,0.04211678307999711,0.05980371,51.291000000000004,0.5,2.0,-0.09285256154844773,0.046426280774223866,405,202.5,20772.855000000003
23.0,0.5025607551717213,4.1,159.0,23.989999999999995,116.5284615,-23.31160781624107,0.32534575295613927,0.50129354,21.590999999999998,0.5,2.0,0.06829559256272849,0.034147796281364245,319,159.5,6887.5289999999995
7.0,0.05021088572002402,4.5,131.0,23.989999999999995,29.900000000000006,-23.943104534301284,0.12092790626849255,0.04339816,21.590999999999998,0.5,2.0,0.017152812734001432,0.008576406367000716,194,97.0,4188.6539999999995
2.0,0.1962743522795741,3.9,113.0,23.989999999999995,58.99000000000001,-23.965715378692025,0.05349648531607379,0.026027221,21.590999999999998,,,0.059330141192874,,283,,6110.253
13.0,0.0,4.2,13.0,19.9,19.85,-19.840873087598453,0.1899423174217232,0.09195512,17.91,0.6783921837589167,2.0,0.10028519955027104,0.05014259977513552,435,295.1005999351288,7790.85
30.0,0.3256481570596505,4.0,202.0,149.0,90.534,-148.37671865444182,0.4433305189451242,0.72132295,134.1,1.0,2.0,-0.13622946860486787,0.06811473430243394,63,63.0,8448.3
48.0,0.1529280119501908,4.1,160.0,50.54516129,49.9,-49.95307508553676,0.5584373460236656,0.693817,45.490645161,,,0.144403755375622,,435,,19788.430645035
7.0,0.414741916047399,4.3,115.0,59.9,120.0,-59.72294114297174,0.13330873838652188,0.15899299,53.91,,,0.1069643850457831,,77,,4151.07
8.0,0.4928198433420365,4.4,27.0,56.99,142.5,-56.76109367455933,0.108300299348564,0.23698808,51.291000000000004,0.5,2.0,0.05887371768746441,0.029436858843732205,455,227.5,23337.405000000002
8.0,0.1581642900180759,4.2,160.0,50.54516129,49.9,-50.448275356906514,0.12150563991842396,0.09430606,45.490645161,0.5,2.0,-0.05300117240539168,0.02650058620269584,404,202.0,18378.220645044003
3.0,0.7034042980518177,4.2,3.0,159.99,159.99,-159.87608660557547,0.09655002224274539,0.11541019,143.991,0.5,2.0,-0.15692191085188445,0.07846095542594222,415,207.5,59756.26500000001
11.0,0.0004518979714802085,4.3,19.0,19.990000000000002,19.939999999999998,-19.94048244886438,0.06676042458471262,0.050932392,17.991000000000003,0.5,2.0,-0.1567499538614547,0.07837497693072736,82,41.0,1475.2620000000002
11.0,0.6931384540068287,4.1,61.0,112.0,157.1428571,-111.57474676696123,0.35783171609178027,0.4208911,100.8,,,0.058167074832456755,,473,,47678.4
10.0,0.4985438843141193,4.0,178.0,105.648625,123.9666667,-105.35843764097733,0.3542184047783525,0.2980199,95.08376249999999,,,0.11178814395443476,,139,,13216.6429875
14.0,0.3514762000401687,3.9,50.0,89.9,89.9,-89.59329771192715,0.544134311518936,0.4170859,80.91000000000001,0.5,2.0,-0.197106414368587,0.0985532071842935,463,231.5,37461.33
18.0,0.3519280980116488,4.1,82.0,23.39740741,89.99,-23.001267000915057,0.32186862171733804,0.3950748,21.057666669,,,-0.041965557569073664,,191,,4022.014333779
13.0,0.3394255874673629,4.0,127.0,136.1428571,84.75608696,-135.8655697080465,0.5292395126899195,0.29456252,122.52857139,0.5,2.0,0.15005176060642283,0.07502588030321142,496,248.0,60774.17140944
13.0,0.1707170114480819,4.2,111.0,53.9,53.9,-53.731433827625736,0.3595071436765814,0.19378775,48.51,,,0.14800012614524755,,75,,3638.25
5.0,0.6527415143603134,4.3,18.0,119.99,149.9,-119.80935094100431,0.551801662387311,0.20190196,107.991,,,0.15375679492638733,,400,,43196.4
17.0,0.4021389837316729,4.2,33.0,99.99,99.99,-99.5740491040589,0.30041489529402915,0.5125376,89.991,,,0.011949758931675492,,262,,23577.642
9.0,0.1510343442458324,4.2,131.0,23.989999999999995,52.06928571,-23.883551749666353,0.2541293512628844,0.107199125,21.590999999999998,,,-0.15900726955438987,,204,,4404.563999999999
11.0,0.7727866127736494,3.8,45.0,99.99,176.99,-99.52154301928557,0.448897395329106,0.5077321,89.991,,,-0.1379835046840353,,143,,12868.713
2.0,0.2264510945973086,4.4,2.0,65.0,35.0,-64.97273922506109,0.02891144251013711,0.022199368,58.5,0.5,2.0,-0.06651356200651715,0.03325678100325857,159,79.5,9301.5
26.0,0.654962380498092,4.1,178.0,105.648625,167.5,-104.68570807232152,0.7246430637710656,0.8390795,95.08376249999999,,,-0.10474971861759835,,413,,39269.59391249999
2.0,0.3514762000401687,4.1,22.0,89.9,89.9,-89.86040873830399,0.2785914193347644,0.04285387,80.91000000000001,,,0.19439197538580577,,141,,11408.310000000001
19.0,0.1305483028720626,4.2,62.0,86.9,45.9,-86.68899516436936,0.2298447299549119,0.21819255,78.21000000000001,0.5,2.0,0.07281821379496961,0.036409106897484805,241,120.5,18848.61
1.0000000000000018,0.4016870857601928,4.4,64.0,75.0,99.85,-74.98019198914521,0.3282847665667186,0.03146316,67.5,,,-0.046372159958418674,,203,,13702.5
13.0,0.3051148155754167,3.5,107.0,120.9230769,81.02391304,-120.66978196119439,0.4953694647958,0.2946312,108.83076921,,,0.1670459330406781,,84,,9141.78461364
18.0,0.1697216544988953,4.2,118.0,53.701764710000006,48.45944444,-53.467532505640754,0.38872395968739654,0.26717785,48.331588239000006,,,0.029207080271762276,,498,,24069.130943022003
15.0,0.09289013858204448,3.8,125.0,69.9953271,38.4,-69.85763666454564,0.15188204989802992,0.17246567,62.99579439,,,-0.031182586768537524,,392,,24694.35140088
2.0,0.502108857200241,3.5,35.0,149.99,119.85,-149.9355527301629,0.05335782924009036,0.054458823,134.991,,,-0.08353421845593188,,315,,42522.165
13.0,0.3620204860413737,3.3,62.0,86.9,98.3,-86.60879748042103,0.24027942500645807,0.30918312,78.21000000000001,,,-0.07668262122458246,,233,,18222.93
10.0,0.07581843743723635,3.7,22.0,89.9,35.0,-89.81826719521042,0.0932874777882044,0.09532143,80.91000000000001,,,0.005955090914053385,,60,,4854.6
6.0,0.1506828680457922,4.1,54.0,49.91,49.9,-49.840780906067934,0.31535673814882575,0.07889612,44.919,0.5,2.0,-0.12271454551863724,0.06135727275931862,246,123.0,11050.073999999999
